"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.1,0.28,0.27,8,0.048,41,98.2,0.99498,3.21,0.51,9.9,45.8912919048434
7.6,0.26,0.32,1.3,0.048,23,53.6,0.9903,2.96,0.46,12,53.1378764898663
7.5,0.16,0.38,12.7,0.043,70.5,157.3,0.99706,3.15,0.82,10.4,71.3288606635727
6.5,0.36,0.16,1.3,0.054,11,32.7,0.99398,3.19,0.39,8.5,40.8676635927774
6.6,0.35,0.19,10.5,0.06,15,38.2,0.99588,3.13,0.38,9.9,31.4406551164836
5.7,0.25,0.26,12.5,0.049,52.5,117,0.99691,3.08,0.45,9.4,58.0767704487803
7.4,0.37,0.26,9.6,0.05,33,79.4,0.99608,3.13,0.46,10.4,44.5062030819359
5.7,0.25,0.21,1.5,0.044,21,52.8,0.99142,3.3,0.59,11,52.8851818580054
5.8,0.23,0.21,1.5,0.044,21,53,0.99138,3.3,0.57,11,52.9144151374398
5.4,0.265,0.28,7.8,0.052,27,63.1,0.99432,3.19,0.38,10.4,53.9178968904286
5.7,0.25,0.27,10.8,0.05,58,127.6,0.99592,3.1,0.5,9.8,58.9210240606645
5.7,0.25,0.26,12.5,0.049,52.5,115.6,0.99691,3.08,0.45,9.4,58.0767704487803
5.9,0.23,0.28,8.6,0.046,37,88.2,0.99432,3.23,0.53,10.6,55.584931750852
6.2,0.3,0.32,1.2,0.052,32,82.5,0.99266,3.28,0.44,10.1,44.30438271333
6.5,0.33,0.24,14.5,0.048,20,49.6,0.99456,3.06,0.3,11.5,73.3087468726523
7.4,0.26,0.29,3.7,0.048,14,35.3,0.9915,3.06,0.45,11.4,51.7645565076269
7,0.2,0.4,1.1,0.058,30,69.3,0.99322,3.03,0.38,9.2,54.3354953920202
6.5,0.21,0.42,1.1,0.059,33,76.1,0.9927,3.12,0.38,9.7,54.8082414336383
7.3,0.25,0.27,3.8,0.047,16,39.9,0.99173,3.07,0.46,11.3,52.1017364142303
6.8,0.27,0.24,4.6,0.098,36,84.7,0.99412,3.15,0.49,9.6,55.2448015368062
6.7,0.24,0.3,10.2,0.07,44,105.9,0.99666,2.86,0.46,8.9,56.6517873000374
6.4,0.14,0.28,7.9,0.057,21,50.2,0.99425,3.26,0.36,10,53.1527727674224
6.4,0.5,0.2,2.4,0.059,19,49.2,0.99314,3.18,0.4,9.2,52.19347594111
6.6,0.41,0.27,10.7,0.11,20,50.3,0.99672,3.08,0.41,9,52.5929231610689
6.4,0.25,0.28,4.9,0.03,29,67.8,0.99024,3.09,0.58,12.8,64.4478532639343
6.6,0.41,0.27,10.7,0.11,20,50.3,0.99672,3.08,0.41,9,52.5929231610689
8,0.25,0.35,1.1,0.054,13,39.6,0.99366,3.08,0.55,9.5,41.3252264853189
6.4,0.14,0.28,7.9,0.057,21,50.2,0.99425,3.26,0.36,10,53.1527727674224
6.6,0.21,0.34,5.6,0.046,30,74,0.99299,3.22,0.38,11,44.1983112346516
6.4,0.5,0.2,2.4,0.059,19,49.2,0.99314,3.18,0.4,9.2,52.19347594111
6.3,0.29,0.23,14.2,0.037,24,57.9,0.99528,3.08,0.38,10.6,53.5246239719106
6.9,0.37,0.23,9.5,0.057,54,124.6,0.99568,3.23,0.42,10,47.854161306808
6.9,0.37,0.23,9.5,0.057,54,124.6,0.99568,3.23,0.42,10,47.854161306808
5.7,0.31,0.28,4.1,0.03,22,52.6,0.99062,3.31,0.38,11.7,63.2580049605706
6.9,0.45,0.27,4.7,0.035,17,42,0.99058,3.12,0.36,12.5,62.2424107179507
6.9,0.3,0.45,1.4,0.039,36,84.2,0.99059,3.07,0.47,11.1,65.4092004257538
5.3,0.23,0.56,0.9,0.041,46,106.1,0.99119,3.16,0.62,9.7,46.6167146388437
6.8,0.3,0.26,20.3,0.037,45,105,0.99727,3.04,0.38,12.3,56.9630530563218
6.7,0.28,0.42,3.5,0.035,43,96.5,0.99021,3.18,0.38,12.2,56.3676898613799
5,0.255,0.22,2.7,0.043,46,107.3,0.99238,3.75,0.76,11.3,56.9352306664652
7.6,0.4,0.27,1.2,0.053,23,65.3,0.99164,3.22,0.38,11.6,42.7189586811633
5.5,0.21,0.25,1.2,0.04,18,43.5,0.99006,3.31,0.56,11.3,52.4637092072524
6,0.2,0.25,2,0.041,30,69.5,0.99078,3.27,0.56,11.1,54.3976367338532
6.1,0.17,0.29,1.1,0.041,32,73.2,0.99036,3.26,0.57,11.2,54.7404374704132
7.5,0.21,0.29,1.5,0.046,35,80.7,0.99123,3.15,0.45,11.3,55.1499214195698
7.3,0.26,0.32,1.2,0.041,29,67.4,0.98978,3.07,0.45,12,54.1093207927223
6.2,0.35,0.2,18.1,0.069,33,81.8,0.99908,3.15,0.5,8.8,54.9303260560184
6.2,0.35,0.2,18.1,0.069,33,81.8,0.99908,3.15,0.5,8.8,54.9303260560184
6.5,0.43,0.31,3.6,0.046,19,52.3,0.99022,3.15,0.34,12,72.8058255871312
6.5,0.4,0.31,3.5,0.046,22,58.7,0.99024,3.15,0.31,12,63.083223752628
7.4,0.28,0.5,12.1,0.049,48,108.2,0.9973,3.01,0.44,9,47.0533857190451
6.3,0.23,0.22,17.45,0.054,42,99.1,0.99853,3.12,0.6,9.3,56.5320497942304
6.2,0.34,0.25,12.1,0.059,33,83.1,0.99769,3.14,0.56,8.7,54.8349002105862
6.6,0.44,0.32,3,0.095,13,33.5,0.98954,3.1,0.63,12.8,51.2997921907038
6,0.13,0.36,1.6,0.052,23,53.2,0.98974,3.1,0.5,11.5,63.5891339674031
6.3,0.17,0.23,5.7,0.048,44,102.7,0.99382,3.08,0.54,10,46.4703021102925
6.3,0.18,0.22,5.6,0.047,45,104.7,0.99383,3.09,0.54,10,46.615068062168
6.7,0.31,0.34,6.8,0.059,51,123.5,0.99538,3.33,0.56,10.3,47.4213022386215
6.6,0.33,0.32,15.6,0.054,62,146.7,0.99734,3.25,0.56,10.4,49.3051286256922
6.3,0.34,0.31,6,0.02,18,42.8,0.98981,3.22,0.29,13.4,62.6093406072889
6.8,0.29,0.32,1.8,0.032,18,49,0.99095,3.05,0.62,11.2,52.3303823974098
7.4,0.31,0.26,8.6,0.048,47,114.6,0.9964,3.26,0.36,9.1,46.8201257857995
7.4,0.31,0.26,8.6,0.048,47,114.6,0.9964,3.26,0.36,9.1,46.8201257857995
5.7,0.25,0.27,11.5,0.04,24,60,0.99411,3.33,0.31,10.8,53.5592358035583
6.8,0.27,0.28,7.8,0.038,26,60.9,0.9915,3.24,0.34,12.5,53.7675707773664
5.9,0.26,0.24,2.4,0.046,27,67.2,0.99234,3.63,0.73,11.3,43.6392749701785
5.9,0.65,0.23,5,0.035,20,52.8,0.99016,3.46,0.48,12.8,52.2340615654187
7.4,0.31,0.26,8.6,0.048,47,114.6,0.9964,3.26,0.36,9.1,46.8201257857995
6.6,0.23,0.32,1.5,0.041,8,23.2,0.98949,3.22,0.39,12.7,50.8355319923178
6.8,0.18,0.35,5.4,0.054,53,120.3,0.99287,3.1,0.54,11,68.3616784956053
6.8,0.28,0.29,11.9,0.052,51,116.9,0.99544,3.02,0.58,10.4,57.7725546455201
6.8,0.28,0.29,11.9,0.052,51,116.9,0.99544,3.02,0.58,10.4,57.7725546455201
5.9,0.27,0.27,9,0.051,43,99.6,0.9941,3.25,0.53,10.7,56.4880690007514
6.1,0.25,0.28,10,0.055,56,125.1,0.994,3.22,0.35,10.9,58.5984623463736
6.8,0.28,0.29,11.9,0.052,51,116.9,0.99544,3.02,0.58,10.4,57.7725546455201
6.8,0.26,0.29,11.9,0.052,54,124,0.99546,3.03,0.58,10.4,58.2804310363265
7.1,0.13,0.29,15.5,0.064,56,123.55,0.99737,3.16,0.41,9.7,69.1070662466353
6.8,0.18,0.35,5.4,0.054,53,120.3,0.99287,3.1,0.54,11,68.3616784956053
6.2,0.2,0.25,15,0.055,8,28,0.99767,3.19,0.53,9.6,51.1256268286782
5.8,0.24,0.28,1.4,0.038,40,87.6,0.98711,3.1,0.29,13.9,66.1415319674366
7.6,0.48,0.31,9.4,0.046,6,31.4,0.99714,3.07,0.61,9.4,40.0392649709798
7.4,0.26,0.32,3.7,0.032,29,77.3,0.99134,3.1,0.67,12.5,54.1672665362457
6.2,0.2,0.25,15,0.055,8,28,0.99767,3.19,0.53,9.6,51.1256268286782
6.1,0.3,0.47,1.4,0.049,50,118.7,0.9927,3.19,0.45,9.5,47.1604697490441
6.2,0.32,0.5,6.5,0.048,61,140.6,0.9948,3.19,0.45,9.6,48.9794163557814
6.1,0.3,0.47,1.4,0.049,50,118.7,0.9927,3.19,0.45,9.5,47.1604697490441
6.3,0.34,0.52,6.3,0.047,63,144.6,0.99481,3.18,0.44,9.6,49.2636747221873
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
7.2,0.26,0.38,1.5,0.061,12,36,0.99192,3.18,0.46,10.4,41.1658331829829
7,0.31,0.35,1.6,0.063,13,37.9,0.99184,3.22,0.5,10.7,41.2579583093731
6.6,0.22,0.35,1.4,0.05,23,54.3,0.99019,3.17,0.48,12,63.4640234709183
5.8,0.23,0.31,3.5,0.044,35,85.8,0.98998,3.19,0.37,12.1,65.4068378597379
6.3,0.17,0.32,1,0.04,39,89.8,0.98886,3.31,0.4,13.1,76.3426047901333
6,0.19,0.26,1.4,0.039,30,70.4,0.98998,3.32,0.41,12.4,54.4081396438078
6.7,0.21,0.34,1.5,0.035,45,102.3,0.98949,3.24,0.36,12.6,67.0010736502299
7.4,0.16,0.3,13.7,0.056,33,82.8,0.99825,2.9,0.44,8.7,65.342036898769
6.6,0.22,0.37,1.6,0.04,31,72.1,0.99009,3.15,0.66,12,44.2612614698931
6.8,0.34,0.27,5.2,0.06,14,44.9,0.99252,3.27,0.57,11.6,51.6941219499706
7.1,0.34,0.86,1.4,0.174,36,81.9,0.99288,2.92,0.5,9.3,44.7435081929366
6.3,0.24,0.22,11.9,0.05,65,147.9,0.99659,3.06,0.58,9.3,60.0668009210431
6.9,0.35,0.39,2.4,0.048,25,65.7,0.99133,3.2,0.54,11.1,63.615676105114
6.8,0.24,0.33,3.2,0.049,68,152.1,0.99324,3.1,0.69,10.2,60.3809612168702
6.4,0.25,0.33,1.7,0.037,35,81.3,0.99164,3.23,0.66,10.6,55.1106791572586
5.8,0.19,0.33,4.2,0.038,49,111.3,0.99107,3.16,0.42,11.3,67.7067518907727
6.9,0.24,0.4,15.4,0.052,81,181.8,0.9986,3.2,0.69,9.4,52.4499779385779
6.5,0.31,0.61,13,0.053,31,74.3,0.99708,3.09,0.5,9.3,54.5680263683278
6.6,0.25,0.32,5.6,0.039,15,36.8,0.99163,2.96,0.52,11.1,51.9680982707367
7.5,0.38,0.56,9.7,0.055,15,47,0.99605,3.13,0.65,9.9,51.8609497076231
6.2,0.3,0.3,2.5,0.041,29,66.2,0.99065,3.31,0.61,11.8,64.347702625669
6.4,0.33,0.28,4,0.04,24,56.1,0.9903,3.26,0.64,12.6,63.5318581249265
6.9,0.24,0.4,15.4,0.052,81,181.8,0.9986,3.2,0.69,9.4,52.4499779385779
7.6,0.27,0.32,1.2,0.043,23,53.2,0.99236,3.06,0.68,10.5,42.8952790045502
5.9,0.24,0.34,2,0.037,40,90.8,0.98948,3.19,0.5,12.3,55.9215759313201
5.3,0.33,0.3,1.2,0.048,25,61.9,0.99045,3.32,0.62,11.3,53.3967318542945
6.4,0.21,0.21,5.1,0.097,21,52.5,0.9939,3.07,0.46,9.6,42.7045683831164
7,0.22,0.3,1.4,0.04,14,34.3,0.98985,3.2,0.33,12,51.8017326364054
7.8,0.27,0.35,1.2,0.05,36,86,0.99138,3.09,0.45,11.2,44.9621314350488
6.7,0.2,0.24,6.5,0.044,28,66,0.99348,3.12,0.33,10.2,54.1450827077399
8.1,0.27,0.33,1.3,0.045,26,62,0.99066,2.98,0.44,12.4,53.6050523378363
6.7,0.2,0.24,6.5,0.044,28,66,0.99348,3.12,0.33,10.2,54.1450827077399
7.1,0.45,0.24,2.7,0.04,24,56.7,0.98862,2.94,0.38,13.4,73.5349410647876
5.8,0.22,0.29,1.3,0.036,25,56.8,0.98865,3.24,0.35,12.6,53.5583150804921
6.3,0.3,0.48,7.4,0.053,34,82.9,0.99472,3.18,0.53,9.8,44.7248269165105
7.9,0.36,0.53,12.9,0.049,63,139.9,0.99792,2.94,0.45,9.1,49.32953845089
8.1,0.27,0.33,1.3,0.045,26,62,0.99066,2.98,0.44,12.4,53.6050523378363
8,0.24,0.33,1.2,0.044,28,66.1,0.99035,3.03,0.43,12.5,53.9721368574249
6.7,0.41,0.27,2.6,0.033,25,58.5,0.99086,3.05,0.34,11.7,53.2846217965412
6.7,0.24,0.31,2.3,0.044,37,85.3,0.99013,3.29,0.46,12.9,55.4579065080654
6.2,0.3,0.32,1.3,0.054,27,72.3,0.99266,3.3,0.43,10.1,43.5116564315353
6.9,0.26,0.38,10.5,0.044,33,79.9,0.99517,3.06,0.5,10.3,54.9192040531117
6.7,0.41,0.27,2.6,0.033,25,58.5,0.99086,3.05,0.34,11.7,53.2846217965412
5.9,0.32,0.2,14.4,0.05,29,72.4,0.99666,3.24,0.41,10.3,54.2914155261935
6.1,0.25,0.3,1.2,0.036,42,94.7,0.991,3.34,0.56,10.8,66.4719349296831
5.6,0.23,0.29,3.1,0.023,19,46.9,0.99068,3.25,0.51,11.2,52.6338034076324
6.6,0.23,0.32,1.7,0.024,26,62.2,0.99084,3.29,0.6,11.8,53.7245368815806
6,0.17,0.21,6,0.05,26,65.4,0.9939,3.08,0.54,9.8,53.852540141324
7.1,0.38,0.42,11.8,0.041,32,83.3,0.99624,3.04,0.49,10,54.6083520161933
6.6,0.31,0.37,6.2,0.052,13,42.4,0.99602,3.24,0.39,8.8,31.1139051725026
6.5,0.38,0.53,1.4,0.142,5,16.9,0.9926,3.14,0.52,10.1,29.5668548834312
7,0.44,0.24,12.1,0.056,68,157,0.99718,3.05,0.5,9.5,50.007827701882
7,0.44,0.24,12.1,0.056,68,157,0.99718,3.05,0.5,9.5,50.007827701882
7,0.44,0.24,12.1,0.056,68,157,0.99718,3.05,0.5,9.5,50.007827701882
6.1,0.38,0.14,3.9,0.06,27,65.3,0.99344,3.07,0.34,9.2,33.1738082038019
8,0.33,0.32,4.6,0.041,31,80,0.99184,2.92,0.74,12.2,54.3718607767869
7,0.44,0.24,12.1,0.056,68,157,0.99718,3.05,0.5,9.5,50.007827701882
6,0.19,0.29,1.2,0.046,29,67.2,0.99033,3.22,0.53,11.3,54.2272220043289
6.3,0.28,0.34,8.1,0.038,44,100.9,0.99248,3.26,0.29,12.1,56.6243268983539
6.1,0.38,0.14,3.9,0.06,27,65.3,0.99344,3.07,0.34,9.2,33.1738082038019
5.3,0.43,0.11,1.1,0.029,6,17.1,0.99076,3.51,0.48,11.2,29.7821922728127
5.4,0.22,0.35,6.5,0.029,26,60.7,0.99092,3.29,0.44,12.5,64.0687704031618
6.2,0.345,0.27,10.1,0.056,38,94.7,0.99486,3.31,0.56,10.6,45.3657076945601
5.6,0.255,0.57,10.7,0.056,66,149.1,0.99464,3.25,0.61,10.4,70.4345891264165
5.2,0.2,0.27,3.2,0.047,16,41.3,0.99235,3.44,0.53,10.1,62.4508961668847
6.2,0.29,0.23,12.4,0.048,33,86.1,0.99612,3.11,0.56,9.9,54.9182805433214
6.3,0.26,0.25,5.2,0.046,11,35.3,0.99202,2.97,0.68,11,51.3070468475687
6,0.22,0.23,5,0.045,10,32.2,0.99261,2.94,0.63,10,51.1999929183071
7.5,0.35,0.37,2.5,0.066,29,66.9,0.98964,3.14,0.42,12.7,53.9924286805742
6.6,0.39,0.28,9.2,0.036,10,29.2,0.99206,3.07,0.35,12.1,51.0532428050066
6.3,0.23,0.33,6.9,0.052,23,57.8,0.9938,3.23,0.46,10.4,53.3191331130713
6.3,0.22,0.3,2,0.05,23,58,0.99204,3.24,0.47,10.4,53.243267956604
6.4,0.29,0.18,15,0.04,21,53.6,0.99736,3.14,0.5,9.2,42.8269203098722
6.4,0.29,0.18,15,0.04,21,53.6,0.99736,3.14,0.5,9.2,42.8269203098722
7.5,0.23,0.3,1.2,0.03,27,62,0.99192,3.05,0.68,10.5,43.5987346044566
6.4,0.29,0.18,15,0.04,21,53.6,0.99736,3.14,0.5,9.2,42.8269203098722
5.7,0.28,0.36,1.8,0.041,38,85,0.99002,3.27,0.98,11.9,65.7895419189855
6.5,0.26,0.24,10.8,0.042,47,107,0.996,3.08,0.4,10.1,57.1597728949131
6.4,0.27,0.29,3.9,0.034,62,138,0.99237,3.1,0.59,11.1,59.407217583985
5.9,0.22,0.29,4.2,0.037,69,152.4,0.99214,3.13,0.74,10.8,70.8435139610923
6.8,0.26,0.26,2,0.019,23.5,54.2,0.99041,3.16,0.47,11.8,53.2774122434076
7.6,0.36,0.48,13.5,0.038,44,99.6,0.9982,3.04,0.48,9.2,46.3386517853205
7.6,0.35,0.47,13.3,0.037,42,95.6,0.99822,3.04,0.5,9.2,46.0320938381481
5.7,0.18,0.26,2.2,0.023,21,51.5,0.9893,3.07,0.54,12.3,52.9863931744754
6.6,0.36,0.47,1.4,0.145,26,64.4,0.99274,3.09,0.56,10.1,53.4148564069192
5.9,0.14,0.2,1.6,0.04,26,63.4,0.99105,3.25,0.45,11.4,53.8404588766346
5.5,0.23,0.19,2.2,0.044,39,94.1,0.99209,3.19,0.43,10.4,55.779146386594
6.7,0.11,0.26,14.8,0.053,44,97.5,0.99676,3.2,0.35,9.8,56.9847121042016
7,0.24,0.24,1.8,0.047,29,67.1,0.99251,3.3,0.43,9.9,54.1758530519615
6.7,0.11,0.26,14.8,0.053,44,97.5,0.99676,3.2,0.35,9.8,56.9847121042016
5.3,0.47,0.1,1.3,0.036,11,29.4,0.99082,3.48,0.54,11.2,30.5147787587332
7.5,0.29,0.24,9.9,0.058,25,61.5,0.99567,3.15,0.46,10.9,43.3529941500576
6,0.33,0.26,5.1,0.051,16,43.9,0.99416,3.15,0.41,9.2,41.7749702227288
6,0.33,0.26,5.1,0.051,16,43.9,0.99416,3.15,0.41,9.2,41.7749702227288
5.8,0.32,0.23,1.5,0.033,39,90.1,0.9887,2.96,0.35,12,45.3708550831549
5.8,0.3,0.23,1.5,0.034,37,86.1,0.98871,2.96,0.34,12.1,55.3230518792024
3.8,0.31,0.02,11.1,0.036,20,51.4,0.99248,3.75,0.44,12.4,52.8873561528332
6.2,0.36,0.22,5.25,0.038,44,102.5,0.99184,3.22,0.4,11.2,56.4505070528476
6,0.31,0.27,2.3,0.042,19,50,0.98952,3.32,0.41,12.7,62.7390608698939
6.9,0.52,0.54,7.9,0.036,23,62.9,0.99267,3.26,0.47,12.2,52.9249277923618
7,0.55,0.05,8,0.036,19,54.4,0.99269,3.26,0.46,12.2,52.257031828373
5.8,0.2,0.16,1.4,0.042,44,97.9,0.98912,3.23,0.37,12.2,56.6103713857306
6.2,0.36,0.22,5.25,0.038,44,102.5,0.99184,3.22,0.4,11.2,56.4505070528476
6,0.31,0.27,2.3,0.042,19,50,0.98952,3.32,0.41,12.7,62.7390608698939
6,0.29,0.27,2.3,0.044,20,51.7,0.9895,3.31,0.41,12.7,62.9247762512423
5.7,0.22,0.29,3.5,0.04,27,68.6,0.98999,3.17,0.36,12.1,53.9072224377555
7.1,0.46,0.23,13.7,0.045,44,107.2,0.9981,3.11,0.53,9.4,46.2053679977024
6.6,0.21,0.3,9.9,0.041,64,145.4,0.995,3.07,0.5,10.1,59.9191379251053
6.9,0.42,0.2,15.4,0.043,57,134.1,0.99848,3.08,0.54,9.4,48.3635221865803
5.7,0.22,0.2,16,0.044,41,93.3,0.99862,3.22,0.46,8.9,56.3796460429811
5.7,0.22,0.2,16,0.044,41,93.3,0.99862,3.22,0.46,8.9,56.3796460429811
5.7,0.22,0.2,16,0.044,41,93.3,0.99862,3.22,0.46,8.9,56.3796460429811
5.7,0.22,0.2,16,0.044,41,93.3,0.99862,3.22,0.46,8.9,56.3796460429811
5.2,0.31,0.2,2.4,0.027,27,65.7,0.98886,3.56,0.45,13,64.0558330093058
7.2,0.22,0.35,5.5,0.054,37,92.3,0.99474,3.08,0.5,10.3,45.2725744249183
5.6,0.18,0.29,2.3,0.04,5,14.7,0.99126,3.07,0.45,10.1,29.9454868357093
6.2,0.24,0.27,16.8,0.04,48,108.9,0.99691,3.23,0.38,10.5,57.4822475180662
5.7,0.22,0.2,16,0.044,41,93.3,0.99862,3.22,0.46,8.9,56.3796460429811
5.7,0.26,0.24,17.8,0.059,23,58.4,0.99773,3.3,0.5,10.1,43.2475555529713
5.7,0.26,0.24,17.8,0.059,23,58.4,0.99773,3.3,0.5,10.1,43.2475555529713
6,0.2,0.26,6.8,0.049,22,53.3,0.9928,3.15,0.42,11,53.1957158851438
6,0.2,0.26,6.8,0.049,22,53.3,0.9928,3.15,0.42,11,53.1957158851438
6,0.2,0.26,6.8,0.049,22,53.3,0.9928,3.15,0.42,11,53.1957158851438
6,0.2,0.26,6.8,0.049,22,53.3,0.9928,3.15,0.42,11,53.1957158851438
7.6,0.28,0.17,1.6,0.046,28,67.7,0.99288,3.08,0.43,10,43.6875756411042
7,0.2,0.33,4.7,0.03,25,57.6,0.99202,2.88,0.54,10.5,53.6116432877367
6.6,0.26,0.27,11.8,0.048,28,67.2,0.99606,2.87,0.49,9.7,54.1245115285043
5.7,0.26,0.24,17.8,0.059,23,58.4,0.99773,3.3,0.5,10.1,43.2475555529713
7.2,0.21,0.36,15.7,0.045,68,154.3,0.99922,3.25,0.76,9.4,50.4427959253706
6.9,0.22,0.32,5.8,0.041,20,51.9,0.99296,3.17,0.55,11.2,52.8359257484039
7.2,0.21,0.36,15.7,0.045,68,154.3,0.99922,3.25,0.76,9.4,50.4427959253706
7.4,0.22,0.28,9,0.046,22,56.1,0.99468,3.1,0.55,10.8,42.9621780472528
7.2,0.21,0.36,15.7,0.045,68,154.3,0.99922,3.25,0.76,9.4,50.4427959253706
6.9,0.22,0.32,5.8,0.041,20,51.9,0.99296,3.17,0.55,11.2,52.8359257484039
7,0.2,0.35,8.8,0.037,31,72.3,0.99388,3.13,0.49,11,54.6703474311394
5.6,0.26,0,10.2,0.038,13,37.1,0.99315,3.44,0.46,12.4,51.7900493654178
6.3,0.28,0.3,6.6,0.208,60,135.4,0.99478,3.1,0.4,9.4,59.002082942653
6.4,0.29,0.3,6.5,0.209,62,139.6,0.99478,3.1,0.4,9.4,49.0611668781304
7.2,0.34,0.23,8.9,0.105,22,59.5,0.99692,3.01,0.58,9.5,42.7329025134738
7.1,0.39,0.39,11.1,0.034,25,70.4,0.99616,3.05,0.52,10,53.4732375410245
6.9,0.26,0.29,4.2,0.043,33,77.4,0.9902,3.16,0.31,12.5,54.8136088806209
6.1,0.24,0.25,1.6,0.044,24,59.5,0.9921,3.39,0.59,10.9,53.3893531901617
5.9,0.25,0.24,7.4,0.044,21,53.3,0.99462,3.38,0.58,10.5,53.0073195913771
6.1,0.24,0.27,11.5,0.05,51,115.3,0.99476,3.22,0.37,10.8,57.84987526321
6.5,0.22,0.27,1.6,0.039,36,83.6,0.99178,3.38,0.57,11,65.5720660254158
6.2,0.26,0.29,2,0.036,16,40.7,0.99081,3.33,0.61,11.8,52.0921090702073
6.6,0.34,0.25,4.8,0.038,16,44.1,0.99198,3.36,0.71,12.6,52.0319078809495
5.6,0.225,0.24,9.8,0.054,59,132,0.99545,3.17,0.39,10.2,59.1039966398862
7.1,0.23,0.28,1.9,0.046,33,76.3,0.98997,3.12,0.31,12,44.564641031172
6.9,0.26,0.29,4.2,0.043,33,77.4,0.9902,3.16,0.31,12.5,54.8136088806209
6.4,0.27,0.3,1.6,0.04,19,46.6,0.99089,3.32,0.65,11.5,52.5429541466192
6.3,0.41,0.22,7.3,0.035,23,57.7,0.99172,3.2,0.39,11.94,63.3164036792627
6.7,0.41,0.24,5.4,0.035,33,77.5,0.9901,3.12,0.44,12.8933333333333,64.861112328617
7.2,0.585,0.2,10.4,0.086,17,43.4,0.99681,3.13,0.4,9.4,41.6367707703735
6.7,0.34,0.26,1.9,0.038,58,129.8,0.9893,3,0.47,12.2,68.8575007787734
6.3,0.41,0.22,7.3,0.035,23,57.7,0.99172,3.2,0.39,11.94,63.3164036792627
6.7,0.41,0.24,5.4,0.035,33,77.5,0.9901,3.12,0.44,12.8933333333333,64.861112328617
6.4,0.26,0.35,7.7,0.056,45,109.1,0.99527,3.16,0.5,9.5,46.5377501561143
6.3,0.28,0.22,11.5,0.036,27,69,0.99445,3,0.33,10.6,53.9560383784345
7.4,0.16,0.33,1.2,0.042,47,106.1,0.99198,3.04,0.68,10.5,67.3572705641622
8.4,0.27,0.3,2.2,0.037,36,84.9,0.99085,2.89,0.3,11.4666666666667,55.2088867979339
5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,56.7795049913793
6.4,0.24,0.26,8.2,0.054,47,112.2,0.99538,3.12,0.5,9.5,46.8932622301119
7.4,0.38,0.34,8.3,0.052,44,104.8,0.99627,3.11,0.52,9.2,46.2115931117329
6.4,0.24,0.26,8.2,0.054,47,112.2,0.99538,3.12,0.5,9.5,46.8932622301119
6.4,0.42,0.19,9.3,0.043,28,70.5,0.99433,3.23,0.53,10.98,43.6505120330284
6.4,0.23,0.26,8.1,0.054,47,112.1,0.9954,3.12,0.49,9.4,46.9059648481577
6.4,0.24,0.26,8.2,0.054,47,112.2,0.99538,3.12,0.5,9.5,46.8932622301119
7.4,0.38,0.34,8.3,0.052,44,104.8,0.99627,3.11,0.52,9.2,46.2115931117329
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
6.8,0.24,0.29,2,0.044,15,39.6,0.99232,3.23,0.64,10.4,72.4280853147868
7.3,0.19,0.27,13.9,0.057,45,105.5,0.99807,2.94,0.41,8.8,77.4584730455713
7.4,0.27,0.52,15.7,0.054,36,85.9,0.99788,3.04,0.62,10.0333333333333,55.468923900943
5.7,0.28,0.35,1.2,0.052,39,92.1,0.99108,3.44,0.69,11.3,55.7085989110915
5.8,0.22,0.25,1.5,0.024,21,52.9,0.99234,3.37,0.58,10.4,52.9510152902891
6.7,0.27,0.69,1.2,0.176,36,82.6,0.99288,2.96,0.43,9.2,55.0911269695748
7.1,0.2,0.35,3.2,0.034,21,52.7,0.99195,3.11,0.54,11.1,52.9714643050455
6.7,0.27,0.69,1.2,0.176,36,82.6,0.99288,2.96,0.43,9.2,55.0911269695748
7.1,0.23,0.3,2.6,0.034,62,138.8,0.99121,3.03,0.56,11.3,69.6739054397817
